id,company,sentiment,raw_tweet
8244,Microsoft,Positive,"Delivered by our own in-house team, Microsoft Dynamics 365 enhances productivity and increases agility so your organisation can adapt quickly to change.

Get in touch today to find out more: razorblue.com/contact-us/ https://t.co/TTN9jmgAaj"
6019,FIFA,Negative,Switzerland opens criminal case against FIFA boss Infantino scooplive.org/switzerland-op…
9807,PlayStation5(PS5),Positive,Fuck buying one for my man I’m gonna buy one for myself 👀
3525,Facebook,Negative,So glad I never joined Facebook.
9675,PlayStation5(PS5),Negative,waow all these ps5 games are retracting their announcements for pc ports surely these are all just coincidental mistakes :o
5217,Hearthstone,Negative,"@PlayHearthstone a 1 Mana hero power that deals one damage makes a 1/1 token hero power that costs double absolutely not worth playing. Did you guys think about it when you made DH? That you took the most underpowered class, and made it unusable on ladder? Did that not occur to u"
3670,Cyberpunk2077,Positive,"Going through this right now, great reporting by @NightCityLifeDE"
10188,PlayerUnknownsBattlegrounds(PUBG),Positive,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover 🌹♥️😍
6687,Fortnite,Positive,Un-popular opinion Fortnite is kind of the best game i've ever played. I'ts almost like it was thought up by a person who lives alone.
9063,Nvidia,Positive,AMD really got so scared of Nvidia’s ampere that they quit making GPUs and switched to bikes
6694,Fortnite,Negative,NOT FREE TO USE !!!! Recent work #Fortnite pic.twitter.com/P9VMUtkt49
9082,Nvidia,Positive,This is insane! Makes me want to upgrade my GPU
1882,CallOfDutyBlackopsColdWar,Positive,"Still my favorite CoD teaser EVER! 🥰
twitter.com/Call0fDutyWiki…"
10095,PlayerUnknownsBattlegrounds(PUBG),Negative,"#Pubg is no more available on Android Playstore and ios
#pubg_banned"
9495,Overwatch,Negative,now i'm just offended
7829,MaddenNFL,Negative,One of the MANY reasons why Madden is a sorry ass game.
11106,TomClancysGhostRecon,Positive,See😒😒😒 this the mess I'm talking about smh. Tryna play before I head into work ugh. Now I gotta wait 🤬🤬 #ghostreconbreakpoint instagram.com/p/CFKOwBiFdrv/…
1529,Battlefield,Positive,A Classic
6137,FIFA,Negative,“sick of sidemen stans” oh you mean the people who called you out on your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak up and spread awareness for an important movement? but you had the time to post about fucking fifa and acted as if you +
10844,TomClancysGhostRecon,Negative,"@GhostRecon There has been a sound issue since the latest update, when playing with friends, you can hear their weapons when they are firing them, just clicking sounds or no sounds at all. Please fix:)"
5536,Hearthstone,Positive,"THIS IS INSANE!!!!!!!!!!!!!!!!!!!!

WHAT WHAT WHAT WHAT WHAT"
6992,johnson&johnson,Positive,"By combining product #engagement #analytics, #digitalsignage content can now be continuously optimized.  Learn how Johnson & Johnson drove 38% sales lift in beauty and 62% sales lift in OTC.

Learn more: buff.ly/3fCQuPt https://t.co/H09PgAdlCk"
8349,Microsoft,Positive,"Its game day for Microsoft and #Xbox 

7 years old waiting an entire generation for a comeback i hope they hit a grandslam #XboxGamesShowcase #XboxSeriesX"
5212,Hearthstone,Positive,I do like this hearthstone pic.twitter.com/ef2LVsY44m
11107,TomClancysGhostRecon,Negative,Like almost all the times. Ubisoft = problem. Will we receive these rewards later too @Ubisoft?
13,Amazon,Positive,"Hated packing this one but at least it sold and arrived safely..lol
.
#resellercommunity #flipping #thriftshopping #thrift #goodwill #yardsalefinds #yardsale #garagesale #americanpickers #ebay #amazon #sourcing… instagram.com/p/CBBFX5RFQHW/…"
12493,WorldOfCraft,Positive,release the woltk expansion the best one from far @BlizzMilkfat @Blizzard_Ent @Warcraft @mikemorhaime Day7 pic.twitter.com/FgplmASTT8
8184,Microsoft,Negative,"I really, really hope Microsoft don’t do the taking away previously multi-platform stuff. It fucking sucks, it’s always fucking sucked."
7406,LeagueOfLegends,Positive,i have just dreamed i was playing league of legends with korone and i was playing support shaco with a controller.........it was so vivid..............
11465,TomClancysRainbowSix,Negative,Wtf is going on with the new Playstation update? Now we can't make open parties anymore or see anyone else's parties unless you're invited.. @AskPS_UK Also on top of that the Siege servers are connecting. I definitely won't finish my battlepass in time. @Rainbow6Game
1474,Battlefield,Negative,@EAHelp why is my EA account telling me it’s  invalid? Why won’t you let me play Star Wars Battlefront 2 or Battlefield V? Why haven’t you resolved this issue yet? Why do you not want me play EA games?
5568,Hearthstone,Negative,Shadowverse  looks cool but it looks like hearthstone mean that I could get addicted to it and that’s the fear i fear
9467,Overwatch,Negative,I’ll never understand how people enjoy overwatch
11149,TomClancysGhostRecon,Negative,@GhostRecon please fix the MOUNTAIN-00016 error. Its been 3 hours already.
4153,CS-GO,Positive,Help me win this awesome CS:GO giveaway from Idle-Empire! wn.nr/dmjyt5
8151,Microsoft,Positive,"Thanks to the amazing team at @Microsoft who generously donated 10 Office 365 licenses to AHA! today. We are so grateful!

#accessibleatx #accessible #affordable #integrated #housing #affordablehousing #microsoft #office365 #charity #donation #nonprofit #gratitude #Austin"
6494,Fortnite,Negative,"Looking at pc specs: yeah this will run fortnite at 60 FPS!!!

BITCH I DONT CARE FOR OR PLAY FORTNITE"
5716,HomeDepot,Negative,@HomeDepot I slightly hate y’all for wasting my time at 2 stores this morning
2388,CallOfDuty,Negative,"Call of duty logic: Nerfs the M4 7 times

Keeps helicopter, makes akimbo .357 stupid cheating 🥴"
2750,Borderlands,Negative,"@Borderlands need help with my game. For some reason my character is lagging, no matter whose hose or solo and my game is up to date. And it's really frustrating any ideas would"
980,AssassinsCreed,Positive,This is amazing!
9388,Overwatch,Negative,@Hunduks we will never be as happy as we were during the overwatch beta 💀
7947,MaddenNFL,Positive,Nice game @EAMaddenNFL 👍 pic.twitter.com/csVm607lov
9452,Overwatch,Positive,"I started playing Overwatch (on Switch) right when Covee started and the combination of that game on that console has made it the most friendly gaming experience, really zen compared to most lobbies i’ve witnessed"
800,ApexLegends,Positive,"#ModernWarfare sd the best fps out! was in love with #RainbowSixSiege but the toxic community and random operator nerfs based on players ""frustration levels"" lost me, #ApexLegends is dope too tho, #fortnite is cool, pubg made about 100 mil and only added new landing controls gg"
9145,Nvidia,Positive,"the NVIDIA Broadcast amp came out right now and suddenly, I find myself practicing... pic.twitter.com/YHpZj8h8wT"
6715,Fortnite,Negative,Fortnite has these bots that make the game unplayed lmfao literally unplayable because of course you land with just an axe and before you can loot a bot with weapons already on the ground just shoots you before you can even arm yourself lmfao Fortnite right now is a waste of data https://t.co/MmErZUIZyl
2802,Dota2,Positive,a bit late but I finally got master tier on my best hero redd.it/j4otzm #dota2 https://t.co/sJKembe0no
4456,Google,Negative,"if you kill someone to make a point 

of how Google 

and Vice and the Ny Times 

play to the life science companies 

they'll use a horrible photo of you ..."
8970,Nvidia,Negative,My 2080 Super feels really inadequate now. #Nvidia
4306,CS-GO,Positive,❤️❤️❤️❤️ keep up the great work king
507,ApexLegends,Positive,"The trailer is dropping in around an hour and 28 minutes, cant wait!

 #apexlegends @PlayApex @apex_intel pic.twitter.com/0o1GPNYa3d"
11550,TomClancysRainbowSix,Negative,"@Rainbow6Game Hey so i was playing ranked when the entire lobby's ping shot up, everyone was kicked except a buddy of mine, he cancelled the match but we all have bans now, what to do?"
6894,johnson&johnson,Negative,"EXTRAORDINARY: Podcast about Deanna Berg's fight against bilateral ovarian #Cancer & her determination to hold Johnson & Johnson to account over its negligence in selling talc-based baby powder. 
witnesspodcasts.com/shows/verified…"
12541,WorldOfCraft,Positive,Absolutely love this! Thank you so much for such a beautiful version of Lani’thel!
2600,Borderlands,Positive,I want to thank #SSKYWILDKATSSS for letting me run the new Borderlands 3 DLC with him last night. I had a lot of fun!
6509,Fortnite,Negative,"Just don't know why @FortniteGame doesnt seem to care about asia servers the most.They care for every single server region yet not asia.Ppl from south east asia are having such bad ping,fighting japanese with 0 ping while epic just fucks with this new #freefortnite"
6772,Fortnite,Positive,Fuck I missed this
8366,Microsoft,Positive,Shared via Microsoft Edge: New York City schools ban Zoom due to security concerns and shift to Microsoft Teams – GeekWire geekwire.com/2020/new-york-…
987,AssassinsCreed,Positive,"Nice to bow you

This my Creepypasta/Assassin's creed OC I love this girl to peices I can't believe I haven't posted a drawing of her on twitter time to fix that.  FYI: this chacrter is a one reason I go by BladeMaster122 

#Creed #TheCreedFighter #AssassinsCreed #creepypasta pic.twitter.com/BFkNlDpNxx"
7852,MaddenNFL,Positive,I love this list
4840,GrandTheftAuto(GTA),Positive,//. Hilarious as fuck 🤣
9697,PlayStation5(PS5),Negative,Smh
12806,Xbox(Xseries),Positive,Pretty cool to see the next gen games being announced and stuff. I’m more excited to see how the official #PS5 and #XboxSeriesX logos look on marketing graphs.
8292,Microsoft,Positive,Hehe I love my thumbnail for my upcoming Microsoft and Bethesda video.
6258,FIFA,Positive,"FIFA 21 soars to the top of the charts this week, with 3.6 million players already in-game in the first 24 hours 🤯

Nintendo takes five spots in the top 10 and STAR WARS: SQUADRONS holds on to number 2 for the second week in a row bit.ly/3jMUwq2 https://t.co/bWi1uBMAwH"
8055,Microsoft,Positive,special shoutouts to microsoft excel 2013
3838,Cyberpunk2077,Positive,Dang there goes my birthday present but maybe this will be better
5328,Hearthstone,Negative,@BlizzardCS what’s going on with Hearthstone for iPad? I deleted the app then redownloaded and it is still saying to restart the app... any idea on when the patch will be live for iOS?
7618,MaddenNFL,Negative,@EAMaddenNFL is there a reason OFFLINE franchise lags so much? Every play skips and good luck kicking a extra point. Shouldn’t a OFFLINE MODE have 0 input lag? Please patch this...#fixmaddenfranchise #NFLdropEA #FixMadden21
7108,johnson&johnson,Negative,"Johnson & Johnson is about to enter phase 3 trials of a COVID vaccine that only works in one dose, they claim.

Remember how J&J was found guilty of having cancer causing baby powder?

Ask yourself honestly: do you trust these Pharma companies? I don’t ..."
10008,PlayerUnknownsBattlegrounds(PUBG),Negative,"How is banning #PUBG going to fix anything? All it's gonna do, is make everything worse. What do they expect people to do in this lockdown?"
10778,RedDeadRedemption(RDR),Positive,Maybe the greatest musical moment in a video game ever.
11962,Verizon,Negative,"@VZWSupport   I sent you guys a direct message about an issue with my iPad I bought from Verizon,  Please check it"
6086,FIFA,Negative,Amazing how toxic the FIFA community is in August.  Congrats @EASPORTSFIFA for creating one of the most toxic communities....right up there with CSGO and RB6.
3757,Cyberpunk2077,Positive,Great Wallpaper ! @CyberpunkGame
586,ApexLegends,Positive,It was a good day in #ApexLegends #XboxShare pic.twitter.com/LZ6B1OiPtt
2015,CallOfDuty,Negative,This is chilling
7782,MaddenNFL,Negative,@EAMaddenNFL servers down?
3769,Cyberpunk2077,Positive,"Such a shame, but knowing CD Projeckt Red and what they did when they delayed The Witcher 3, it'll be more than worth the wait."
6323,FIFA,Negative,FIFA 20 gets me angry 😶
6187,FIFA,Negative,FIFA 20 is honestly the biggest pile of shit excuse for a game ever created. The game is played at 2 miles an hour. Slow clap for EA.
4626,Google,Negative,Why Google sucks: Google regulates undocumented workers by misinforming white surpemacy
11656,Verizon,Positive,Remote working and an increase in cloud-based data is spurring cyber-attacks: Today sees the publication of the Verizon Business 2020 Data Breach Investigations Report which shows that network security is even more important ... dlvr.it/RX3fdK EXETLOS
10891,TomClancysGhostRecon,Negative,"sometimes the melee just doesn’t wanna go for some reason, i swear i have had so many times where i’m like circling the guy and i just don’t get a CQC melee to initiate 😐😂 #GhostReconBreakpoint #HappyMothersDay  youtu.be/ec6G6_5tsKs https://t.co/89cye39LkR"
394,Amazon,Negative,‘One of the saddest days of my life’: Queens business leader reflects on what could have been one year after Amazon killed its HQ2 project in LIC  qns.com/story/2020/02/…
6340,FIFA,Negative,One game of fifa tonight and I’m done. Pressing LB to change player and it’s taking literally 3 seconds to do it. Same with passing and changing direction. Sham of a game
7736,MaddenNFL,Negative,Let me know when they fix the trash copy and paste gameplay.
7689,MaddenNFL,Negative,bruh @EAMaddenNFL this h2h game’s been stuck on this screen for 5 minutes smh pic.twitter.com/rYslnyflFj
4040,CS-GO,Positive,Love having dreams about unboxing fucking gut knife safari meshes in csgo
8528,NBA2K,Negative,same game smh 🤦🏾‍♂️ @NBA2K #NBA2K21Demo #NBA2K21 pic.twitter.com/QRCV7AmeQi
5003,GrandTheftAuto(GTA),Negative,This COD gon take long as hell to download 🤦🏽‍♂️ I’m bout to just fuck wit GTA
10461,RedDeadRedemption(RDR),Positive,Rock on Mr. Black and keep being the most honorable cowboy in Red Dead Redemption 2 brother!! Cya next time!! 👍 🤘 pic.twitter.com/0ieH2Y86Q4
9229,Overwatch,Negative,Never in my life have i ever fealt this fed up over a game that wasnt overwatch
4851,GrandTheftAuto(GTA),Positive,"I get freaky on that gta bmx bike #PS4share

store.playstation.com/#!/en-us/tid=C… https://t.co/FURxZsrT6s"
3808,Cyberpunk2077,Positive,this game looks insane wtf
706,ApexLegends,Negative,I’m not gonna spend any more money on #apexlegends until they fix there shit it’s in a worse state then fortnite rn it’s dumb
1032,AssassinsCreed,Positive,"Assasins creed odyssey is good, like really really good. I'm shocked at how different this game is compared to early installments and very happy I purchased it."
7785,MaddenNFL,Negative,The fact that Chris Godwin isn’t even the highest rated WR from Penn State is an absolute travesty
12991,Xbox(Xseries),Negative,It may look like a WiFi router but design wise it looks better than the Xbox series X. I think it’s unique and slick. I like it imo. You’re lucky that you haven’t gone bald yet 😈
6906,johnson&johnson,Negative,"“These niggers are people too!”

-Johnson & Johnson"
11976,Verizon,Positive,I can get on the phone with @Verizon but I can't get on the phone with @MD_Labor you have to be kidding me pic.twitter.com/AKEm9uWZ2q
11529,TomClancysRainbowSix,Negative,@Rainbow6Game servers.... where they at????? Tired of getting disconnected from every single game. #RainbowSixSiege pic.twitter.com/2lS3iMC8Ki
5865,HomeDepot,Negative,"@HomeDepot 
This has been the WORST experience we've ever had with Home Depot in Wentzville ! We spent $763.30  on a bad ass machine with a great 5 year warrenty  only to wait for 1 week for it to be dropped off, then it Doesn't even work. Nothing can be done until the 28th!"
560,ApexLegends,Negative,@PlayApex servers are whack 🙃🤷🏻‍♂️ #ApexLegends pic.twitter.com/A1pzbN3jg7
9029,Nvidia,Negative,Anyone notice the ratio between conferred buy vs reviews of the 3080 and 3090 cards? I am getting about 1 to 5. For every 1 card bought to 5 review that are going live! So sad that more people have prerecorded reviews than people have confirmed orders #3080 #3090 @nvidia @Newegg
1789,CallOfDutyBlackopsColdWar,Positive,ok now this is gonna be a top 3 cod
3421,Facebook,Negative,WHY DOES IT HAVE THREE VERSIONS WTF 😭😭😭😭
8220,Microsoft,Positive,"#writingcommunity I just want to take a second to give a SO to the microphone in Microsoft Word. I said “etymologically unrelated” and it actually got it right. WOW we have come a long way baby!

#Microsoft #microsoftword"
7281,LeagueOfLegends,Negative,This doesn't even make sense
2743,Borderlands,Positive,borderlands 3 is so good
8619,NBA2K,Negative,@NBA2K: REALLY you guys won't give the old retired players $1000000 a year and you guys are making a killing on this game no wonder Charles Barkley and other NBA stars are missing from the game every year it doesn't make any sense youtu.be/k8iYgGFzs4E
8826,Nvidia,Negative,"OH GOD 
never turn on new @nvidia fps limiter, cause MASSIVE tearing on 144hz\144fps"
8664,NBA2K,Negative,@PlayStation I love PlayStation and all but why the fuck do errors keeping occurring on @NBA2K ??
7794,MaddenNFL,Negative,#NFLdropEA to ea from me your game is horrible the franchise mode is horrible mut is just a way for children to gamble with there mom's credit card face of the franchise is cheese and horrible and to this point I'd rather play a fan game than madden NFL please drop EA
7581,LeagueOfLegends,Positive,"""league of legends is honestly the best game ever created"""
5041,GrandTheftAuto(GTA),Negative,@RockstarGames I’m a veteran of gta and have been for years  and  absolutely lov the game but you really really really need to sort your game out hard!!!!!
3029,Dota2,Negative,Dota 2 making league of legends look good rn
7631,MaddenNFL,Negative,"GIVE @2K THE ABILITIES TO MAKE SIM FOOTBALL GAMES NOW! EFF THAT CONTRACT. @EAMaddenNFL Y'ALL HAVE SWINDLED US ENOUGH! @NFL TELL THEM TO GIVE IT UP, THEY DON'T DESERVE THE EXCLUSIVITY LICENSE ANYMORE!!!!!"
2695,Borderlands,Positive,I wanna play Shooty McLootyguns with more people (Borderlands 3). Recently solo'd the Maliwan Takedown mission and Torgue's Slaughterhouse 3000 on Mayhem 3. Was some of the most intense and fun FPS gameplay I've had in years.
10719,RedDeadRedemption(RDR),Negative,"Red Dead Redemption 2 broke me, broke my heart. The wild west is a cruel place."
2703,Borderlands,Positive,My sona as a vault hunter. Borderlands will always be my all time favorite game series. pic.twitter.com/tMN63snnJE
6795,Fortnite,Negative,"Hi @FortniteGame 

I get that you wont remove SBMM in pub games, that's okay. 

But WHY THE FUCK do you insist on putting absolute shitters on my team?? 

Wtf."
6718,Fortnite,Negative,fuck fortnite (yes i rage quit)
13097,Xbox(Xseries),Negative,"YOOOOOOO The PS5 design looks so slick, it makes the Xbox Series X look like a boring PC Box. #PS5Reveal"
8939,Nvidia,Positive,"@BandaiNamcoUS Nobody appreciates removing your games from Nvidia Geforce Now, then adding them back and removing them again."
5455,Hearthstone,Negative,Fucking imba this demon hunter
11382,TomClancysRainbowSix,Positive,Gaming is my hobby and I love it like and follow if your in to Th a same #gamers #gamerguy #RainbowSixSiege #adictition #addiction #gamestar pic.twitter.com/TnPZYm9PVD
354,Amazon,Positive,"You literally have fanboys all over the games industry who just can't wait to take cheap shots at Microsoft & xbox. Online services and features, digital stores and the cloud are where things are headed. Google and Amazon have tremendous reach. To ignore the threat is dumb."
12677,WorldOfCraft,Positive,"Shout-out to my mom for being selfish and not carrying me a measley 2 months extra so that I could exist in the World of Warcraft universe 💔
So much for me being the favorite child!!"
7664,MaddenNFL,Positive,"Still stuck on this madden.  Forgot i was streaming while working 😂😂😂@MoBeSoSlim  @MissFoxxybrown @yeynotgaming @Bink_GGAB @Refuse2HoldBack @good2be_ATaylor 

Im tryna play yard tho who down?"
6540,Fortnite,Positive,happy birthday fortnite
11615,Verizon,Negative,@VZWSupport I ported my number over to my Verizon account. Phone calls work. SMS is totally broken now.  Nothing in or out that way anymore. My Verizon app is also still broken. Not a great experience so far.
726,ApexLegends,Positive,"First we had code leaf, and now we have the pleasure to present code shoe thx @PlayApex pic.twitter.com/gTabW18JhP"
2014,CallOfDuty,Negative,"anyone who thinks that otherwise perfectly quality media can’t be ruined by it’s message, ethos, or aesthetic needs to sit down and explain why they don’t like the call of duty games, especially if they’re a shooter fan"
1154,AssassinsCreed,Positive,[PS4] | Assassins Creed Syndicate First Playthrough | Positive Vibes | Road To 800 Followers | live at twitch.tv/xklausmikaelso…
9437,Overwatch,Negative,Ah fuck here we go again.
9508,Overwatch,Negative,All the new overwatch skins are so ugly RIP
3645,Cyberpunk2077,Positive,"Good morning! It was so hot and gross last night I ended up pulling an all nighter go me!

On the plus, made some good progress on my Vindicator from #Cyberpunk2077 silver linings n all :) pic.twitter.com/1wcndhILCo"
519,ApexLegends,Negative,"Ummm Wth....
#ApexLegends pic.twitter.com/eXcHRvG16o"
2603,Borderlands,Positive,"So after the past 9 days of streaming on the bounce, and last nights insanely brilliant session on #BrightPaw, i've decided to take a couple of days off stream until Thursday night where i will be trying out the new Borderlands 3 DLC with @SirCuddlyPants!

Psi Out! 👊❤"
6877,johnson&johnson,Negative,"With Johnson & Johnson baby powder still being available in some markets, we want to alert you of the damages that these talc-based products may cause. Learn more about J&J's lawsuit. bit.ly/3gnsDna https://t.co/PhzQyI0Cqz"
5312,Hearthstone,Negative,@PlayHearthstone when do you guys thinking to remove op AMALGADON from the game? It is so unfair
1035,AssassinsCreed,Positive,Cant wait
10391,PlayerUnknownsBattlegrounds(PUBG),Positive,"3 years ago this week. 😭

Such a good time for @PUBG and a huge accomplishment for @PLAYERUNKNOWN & his team to put on. 

The observer room was insane, so many cables. 😂 

Life changing.... thank you. ✌️ pic.twitter.com/6RwnQKs2KC"
9089,Nvidia,Positive,MOTHER. OF. GOD.
9657,PlayStation5(PS5),Negative,i think that this PS5 behavior shit shining light on the fact that we want it cause its free not cause we cannot get it our selves who does not like free
8810,Nvidia,Negative,Hate the fact Nvidia Filters makes my stream flashy when I’m trying to play warzone...
12456,WorldOfCraft,Positive,This has to be my favourite cinematic in all of World of @Warcraft pic.twitter.com/zlCC1HsQ3l
7780,MaddenNFL,Negative,@EAMaddenNFL  this game so trash pic.twitter.com/sCUc6dtHeB
11894,Verizon,Positive,"Congratulations to our client, Diego Scotti, CMO of @Verizon, on being named an @Adweek Brand Genius. pic.twitter.com/kilCPassn6"
10429,RedDeadRedemption(RDR),Positive,"My favourite 4 games
God of War
Red Dead Redemption 2
Uncharted 1
Rise of the Tomb Raider"
11544,TomClancysRainbowSix,Positive,"I’m honestly super hyped for this next @Rainbow6Game season, but I’m gonna miss old house"
11153,TomClancysGhostRecon,Negative,@GhostRecon you telling lights are bulletproof on this game? Fix that shit yo
9634,PlayStation5(PS5),Negative,"I love PlayStation in general. They always have my type of exclusives, more so than XB, but the PS5 design is not for me at all. I know I’ll get one eventually, but imma hide that thing somehow when I do lol"
818,AssassinsCreed,Positive,Update: I actually finished Odyssey. I wish the three-ponged questline structure was communicated a bit more clearly but that game is a lot of fun once it hits its stride. twitter.com/iv_javy/status…
6890,johnson&johnson,Negative,They had a lawsuit over the opiates and the baby powder scandal why would they trust J&J?
855,AssassinsCreed,Positive,I actually really liked Assassin’s Creed 1
215,Amazon,Negative,Yo lowkey I feel like amazon is always charging me random amounts for shit I didnt buy
664,ApexLegends,Positive,"After playing today, I’m gonna just say it...

Worlds Edge is a better map than King’s Canyon 🤷‍♂️

@PlayApex #ApexLegends https://t.co/uMQrfbFLmQ"
6860,johnson&johnson,Positive,That Johnson & Johnson Leave In Conditioner Works Good Asf. It Really Defined My Baby’s Hair.
5313,Hearthstone,Positive,New project out later with everyone's favorite #Hearthstone cult 👀
10694,RedDeadRedemption(RDR),Negative,@RockstarGames I legit can’t open or set my fucking camp I’m red dead redemption you need to let gta die! And fix rdr2!!!I IT PISSES ME OFF THE THE GAMES BEEN OUT FOR A YEAR AND YOU HAVNT DONE SHIT!
10909,TomClancysGhostRecon,Negative,enough of this DLC Bullshit just give us a new Splinter Cell Video Game 🤦🏾‍♂️🤦🏾‍♂️
12,Amazon,Positive,Amazon has the coolest shit I never thought I needed so I just purchased these hooks that attach to the passenger seat so that you can hang your purse!!!! I’m so excited
7694,MaddenNFL,Negative,@EAMaddenNFL what is up with these player ratings? I think your algorithm is wrong 😂
8270,Microsoft,Positive,A bullshit excuse by Apple. The real answer is because they can’t get the 30% cut of Microsoft’s subscription.
11306,TomClancysRainbowSix,Positive,This man is so wholesome 😭💖
1901,CallOfDutyBlackopsColdWar,Positive,Mfs getting excited for theatre mode on cold war when black ops 3 and black ops 4 had one and none yall did shit with it 👍
515,ApexLegends,Positive,"Best game ever!!
@MrJCorbs @PlayApex pic.twitter.com/EXZbxe6GGK"
10007,PlayerUnknownsBattlegrounds(PUBG),Negative,@PUBG PLEASE SORT OUT THE GAME CRASHES!
4811,GrandTheftAuto(GTA),Positive,Grand Theft Auto 5 (EU) for a good Price g2a.com/r/quicksellgta
7806,MaddenNFL,Positive,Preordered @EAMaddenNFL for @PlayStation can’t wait!
12714,WorldOfCraft,Positive,"Playing world of Warcraft! So much fucking fun. I can’t believe I wasted so much time playing games like cod, fortnite, h1. This right here is a REAL mans game."
5048,GrandTheftAuto(GTA),Positive,It's about fricking time!
5025,GrandTheftAuto(GTA),Positive,The khanjali is the best tank in GTA online pic.twitter.com/pnixQFSBeV
8728,NBA2K,Negative,I’m done bro all my stuff got corrupt and I’m downloading game updates now @2KSupport @NBA2K @Ronnie2K
11482,TomClancysRainbowSix,Positive,Annnnnnnd one more beautiful #4K #Clutch #RainbowSixSiege pic.twitter.com/BKQoLyigWC
300,Amazon,Negative,"I like the idea behind this and whah it stands for, but don’t see this working"
5083,GrandTheftAuto(GTA),Negative,Holy shit
9627,PlayStation5(PS5),Negative,wtf I’m going to have to reinforce my desk to support this
10102,PlayerUnknownsBattlegrounds(PUBG),Positive,"Had a pretty amazing time streaming tonight, pubg was alot of fun! Thanks to everyone who came and hung out❤❤"
7366,LeagueOfLegends,Negative,"the implication that seraphine has witnessed jopping by superm and thus superm are officially part of league of legends lore,,, i cant do this anymore only in 2020 would something as absurd as fucking jopping make it into the carefully constructed lore of a billion dollar game"
18,Amazon,Positive,"Amazon Best Sellers: Best Sports Collectibles ift.tt/32vpc7x 
            100 Vintage Football Cards in Old Sealed Wax Packs - Perfect for New Collectors
         ift.tt/2Re9Pfb ift.tt/2Q5Pvfw April 05, 2020 at 11:31AM"
2255,CallOfDuty,Positive,"Really enjoying the new 50bmg in #ModernWarfare , find it very satisfying hitting little clips like this (im not the best sniper but enjoy it) #CallofDuty

The Build I use is:
Dictator barrel
Tac laser
Tac-Wrap stock
Stippled grip
Sleight of hand https://t.co/xZbblCYUZI"
3944,Cyberpunk2077,Positive,"Glad I got my #Cyberpunk2077 strategy guide pre-ordered, I was going to do it last week but it was sold out! So I'm glad it back in stock pic.twitter.com/CrmoICs3w2"
1110,AssassinsCreed,Positive,fucking dope. might actually pick it up again
5285,Hearthstone,Negative,"Too greedy?
#Hearthstone pic.twitter.com/caa4J0ZUKF"
10370,PlayerUnknownsBattlegrounds(PUBG),Negative,That'd be so sad tho
1171,AssassinsCreed,Negative,sometimes i feel like such an old grandma playing games.... a few months ago i bought assassin’s creed origins bc it was on sale and like 20 minutes in i was like “hm... this is too violent for me!” and never touched it again SKSJSBSB
6224,FIFA,Positive,"Delighted to see FIFA supporting the WHO in the fight against COVID-19. They want to ""Pass the message to kick out Coronavirus"" #HandsElbowFaceDistanceFeel #WashAwayViruses #StaySafe

youtu.be/ZTl-5AjDb48 https://t.co/1Cdy9JindR"
5681,HomeDepot,Negative,damn @HomeDepot you really telling me to relapse like common man this shit aint cool :(
4090,CS-GO,Positive,"Best trailers this decade

1)CS GO
2)Baahubali 2
3) The Dark Knight Rises"
9769,PlayStation5(PS5),Positive,I actually quite like the design of the ps5. It truly feels like the next generation of a console rather than just being a bulkier box with more power
5479,Hearthstone,Negative,Man nothing makes me feel dumber than trying to play hearthstone
1579,Battlefield,Negative,"Update: I did not do this

I played battlefield 4 instead. Which was a mistake."
4998,GrandTheftAuto(GTA),Negative,"BRO I JUST BOOTED UP GTA, WENT TO THE STORE, AND THAT BITCH STILL LOADING"
11610,Verizon,Negative,"Funny how this issue is not HUGE during this pandemic. In fact, it only states that T-mobile is affected but I’m a Verizon customer and I can’t even call out... #Tactics"
6583,Fortnite,Negative,This skin didn’t age well... @LocalPolarBear
9403,Overwatch,Positive,We love orbs
6143,FIFA,Positive,Not gonna lie. The FIFA 2021 and PS5 combo is sounding really nice right now.
9588,Overwatch,Positive,@PlayOverwatch is there like any way to bring back pink mercy and/or atlantic mercy? Id honestly pay good money for those skins. Ik I only started off since september 2019 but they are v beautiful
10498,RedDeadRedemption(RDR),Positive,"Finally finished Red Dead Redemption 2 after nearly a year and a half of play. How does something so immersive, with so much detail on such a grand scale even manage to get produced? Its nothing short of both an engineering and artistic miracle"
9102,Nvidia,Negative,Fuck everyone who has got the RTX 3080 🖕🏻I haven’t even got a good enough pc to put one in @NVIDIAGeForce @nvidia
8033,Microsoft,Negative,my dick is microsoft
11633,Verizon,Positive,@TMobile you guys are really slow in Tuba city.  Az.  Makes people go to Verizon.
10080,PlayerUnknownsBattlegrounds(PUBG),Negative,Failed pubg mobile youtu.be/Qz00Pth41sw via @YouTube
11505,TomClancysRainbowSix,Negative,"@Rainbow6Game I got removed from the game, because I lost connection and now I cant join the match anymore which will result in me getting a half hour ban pic.twitter.com/Cyevf77veM"
1954,CallOfDutyBlackopsColdWar,Positive,"I can’t wait to play the beta this weekend! Oh wait...

I have an Xbox. 

Never mind."
6098,FIFA,Negative,No fucking thank you 🖕🏻🖕🏻🖕🏻
2559,Borderlands,Positive,Atleast I have Borderlands to cheer me up :(
